route,viewport,status,error,h1Count,horizontalOverflow,scrollWidth,headerExists,headerClips,stripExists,stripClips,stickyExists,stickyClips,heroExists,phoneCta,quoteCta,adsTag,failedImages
/service-areas/sydney-city-and-eastern-suburbs/randwick/coogee/,1024x768,200,,1,false,1024,true,false,true,false,true,false,true,true,true,true,
/service-areas/western-sydney-and-nepean/blacktown/blacktown/,1024x768,200,,1,false,1024,true,false,true,false,true,false,true,true,true,true,
/privacy-policy/,1024x768,200,,1,false,1024,true,false,true,false,true,false,true,true,true,true,
/terms/,1024x768,200,,1,false,1024,true,false,true,false,true,false,true,true,true,true,
/404.html,1024x768,200,,1,false,1024,true,false,true,false,true,false,true,true,true,true,
/,1180x820,200,,1,false,1180,true,false,true,false,true,false,true,true,true,true,
/about/,1180x820,200,,1,false,1180,true,false,true,false,true,false,true,true,true,true,
/contact/,1180x820,200,,1,false,1180,true,false,true,false,true,false,true,true,true,true,
/solar-batteries/,1180x820,200,,1,false,1180,true,false,true,false,true,false,true,true,true,true,
/emergency-electrician-sydney/,1180x820,200,,1,false,1180,true,false,true,false,true,false,true,true,true,true,
/level-2-electrician-sydney/,1180x820,200,,1,false,1180,true,false,true,false,true,false,true,true,true,true,
/services/,1180x820,200,,1,false,1180,true,false,true,false,true,false,true,true,true,true,
